"model","case","R","Var_a","method","n","mean_MSPE","MCSE","lower","upper","R_factor","Var_a_label"
"Random-intercept model (RI)",7,50,0.5,"OBS",20,9.44456989549195,0.0520795660686446,9.34249394599741,9.54664584498649,"50","Var(a) = 0.50"
"Random-intercept model (RI)",7,50,0.5,"LM",20,9.44414412420053,0.0521977265036955,9.34183658025328,9.54645166814777,"50","Var(a) = 0.50"
"Random-intercept model (RI)",7,10,2.25,"ORACLE",20,8.98911746513056,0.0535109625991499,8.88423597843623,9.0939989518249,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,10,2.25,"CIRG",20,10.8317854506011,0.223229248781291,10.3942561229898,11.2693147782124,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,10,2.25,"KM",20,10.8318162078519,0.223171786480875,10.3943995063494,11.2692329093544,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,10,2.25,"BLM",20,10.8342728513644,0.223148745173448,10.3969013108244,11.2716443919044,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,10,2.25,"CPF",20,10.8325779697979,0.223226004201929,10.3950550015622,11.2701009380337,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,10,2.25,"OBS",20,10.8323079469655,0.223244305602971,10.3947491079836,11.2698667859473,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,10,2.25,"LM",20,10.8318161928381,0.22317162065165,10.3943998163609,11.2692325693153,"10","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"ORACLE",20,9.01273733381334,0.0521385925548244,8.91054569240589,9.1149289752208,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"CIRG",20,11.0272455260162,0.183694225000573,10.6672048450151,11.3872862070174,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"KM",20,11.0273611225931,0.183726754742772,10.6672566832973,11.387465561889,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"BLM",20,11.0499238818556,0.184737217929019,10.6878389347148,11.4120088289965,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"CPF",20,11.0396740453127,0.184193437658312,10.6786549075024,11.400693183123,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"OBS",20,11.0307844828048,0.183862654160087,10.670413680651,11.3911552849585,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,20,2.25,"LM",20,11.0273605792391,0.183726842143206,10.6672559686385,11.3874651898398,"20","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"ORACLE",20,9.05374051114152,0.0524003625572053,8.95103580052939,9.15644522175364,"50","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"CIRG",20,11.0058487797736,0.1089944299818,10.7922196970092,11.2194778625379,"50","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"KM",20,11.0054412326413,0.109076890887126,10.7916505265025,11.21923193878,"50","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"BLM",20,11.05191934744,0.111138448905718,10.8340879875848,11.2697507072952,"50","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"CPF",20,11.0253706675841,0.110285871268006,10.8092103598988,11.2415309752693,"50","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"OBS",20,11.0059717091728,0.109075255056269,10.7921842092625,11.2197592090831,"50","Var(a) = 2.25"
"Random-intercept model (RI)",7,50,2.25,"LM",20,11.0054412459883,0.109076948136714,10.7916504276403,11.2192320643362,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,10,0.5,"ORACLE",20,9.4577824888347,0.0591762372712944,9.34179706378297,9.57376791388644,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,10,0.5,"CIRG",20,31.8490897403466,2.16096139751621,27.6136054012148,36.0845740794783,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,10,0.5,"KM",20,31.8483478134874,2.16140786056492,27.6119884067802,36.0847072201947,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,10,0.5,"BLM",20,31.8484395511102,2.16142360565121,27.6120492840339,36.0848298181866,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,10,0.5,"CPF",20,31.8756072585111,2.16228483510022,27.6375289817147,36.1136855353075,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,10,0.5,"OBS",20,31.8746327217857,2.16313395158795,27.6348901766733,36.1143752668981,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,10,0.5,"LM",20,31.8484395511102,2.16142360565121,27.6120492840339,36.0848298181866,"10","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"ORACLE",20,10.0284090693764,0.059805475097748,9.91119033818485,10.145627800568,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"CIRG",20,31.7989372846935,1.81668116490431,28.2382422014811,35.359632367906,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"KM",20,31.7993038377876,1.81669433114006,28.2385829487531,35.3600247268222,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"BLM",20,31.7992809095039,1.81666719899066,28.2386131994822,35.3599486195256,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"CPF",20,31.8181687262863,1.81870038161282,28.2535159783252,35.3828214742474,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"OBS",20,31.8307161341264,1.81576504355347,28.2718166487616,35.3896156194912,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,20,0.5,"LM",20,31.7992809095039,1.81666719899066,28.2386131994822,35.3599486195256,"20","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"ORACLE",20,11.0297400784572,0.064444108457884,10.9034296258797,11.1560505310346,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"CIRG",20,33.1945888655328,1.15936597831925,30.9222315480271,35.4669461830386,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"KM",20,33.1947354904289,1.15914170484067,30.9228177489412,35.4666532319166,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"BLM",20,33.1946503944447,1.15921912877487,30.9225809020459,35.4667198868434,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"CPF",20,33.2512882897363,1.16168120999795,30.9743931181403,35.5281834613322,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"OBS",20,33.2449922901538,1.1591558271901,30.9730468688612,35.5169377114464,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,50,0.5,"LM",20,33.1946503944447,1.15921912877487,30.9225809020459,35.4667198868434,"50","Var(a) = 0.50"
"Random-slope model (RS)",7,10,2.25,"ORACLE",20,9.45740977908555,0.059191582161003,9.34139427804998,9.57342528012111,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,10,2.25,"CIRG",20,33.3447631075525,2.12743138004621,29.174997602662,37.5145286124431,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,10,2.25,"KM",20,33.3437204157863,2.12793509533778,29.1729676289242,37.5144732026483,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,10,2.25,"BLM",20,33.3438486680094,2.12795991297904,29.1730472385705,37.5146500974483,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,10,2.25,"CPF",20,33.3617004182573,2.1277897781122,29.1912324531574,37.5321683833572,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,10,2.25,"OBS",20,33.3683328298573,2.12896713803861,29.1955572393016,37.5411084204129,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,10,2.25,"LM",20,33.3438486680094,2.12795991297904,29.1730472385705,37.5146500974483,"10","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"ORACLE",20,10.0287596893045,0.059976921465544,9.91120492323206,10.146314455377,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"CIRG",20,33.4263968573761,1.7837958617895,29.9301569682686,36.9226367464835,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"KM",20,33.4275260221064,1.78406879237784,29.9307511890459,36.924300855167,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"BLM",20,33.4275705275165,1.78403717620208,29.9308576621604,36.9242833928725,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"CPF",20,33.4625585671403,1.78482788854214,29.9642959055977,36.9608212286829,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"OBS",20,33.4632870802383,1.78350998536322,29.9676075089264,36.9589666515502,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,20,2.25,"LM",20,33.4275705275165,1.78403717620208,29.9308576621604,36.9242833928725,"20","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"ORACLE",20,11.0449449445701,0.0643325057988922,10.9188532332042,11.1710366559359,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"CIRG",20,34.7426345211798,1.14768582097387,32.493170312071,36.9920987302886,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"KM",20,34.74269430562,1.14739809644245,32.4937940365928,36.9915945746473,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"BLM",20,34.742566222656,1.14747852751222,32.4935083087321,36.99162413658,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"CPF",20,34.7995687578442,1.15095745097865,32.5436921539261,37.0554453617624,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"OBS",20,34.7946351532402,1.14676520032151,32.54697536061,37.0422949458703,"50","Var(a) = 2.25"
"Random-slope model (RS)",7,50,2.25,"LM",20,34.742566222656,1.14747852751222,32.4935083087321,36.99162413658,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,0.5,"ORACLE",20,9.08769671797717,0.0566330779952647,8.97669588510645,9.19869755084788,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,0.5,"CIRG",20,9.50237556822396,0.0846088759587832,9.33654217134475,9.66820896510318,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,0.5,"KM",20,9.50238729451403,0.0846063274849533,9.33655889264352,9.66821569638453,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,0.5,"BLM",20,9.50571491983728,0.0848623927142828,9.33938463011728,9.67204520955727,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,0.5,"CPF",20,9.50469500469439,0.0847673973945865,9.338550905801,9.67083910358778,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,0.5,"OBS",20,9.50409927640895,0.0848462666948784,9.33780059368699,9.67039795913092,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,0.5,"LM",20,9.50366952823417,0.0847224006516529,9.33761362295693,9.66972543351141,"10","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"ORACLE",20,9.05389305062431,0.0598176901897104,8.93665037785247,9.17113572339614,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"CIRG",20,9.48338876552234,0.0735194402928501,9.33929066254836,9.62748686849633,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"KM",20,9.48345515428777,0.0735278786396128,9.33934051215413,9.62756979642142,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"BLM",20,9.50076090096334,0.0743754002846092,9.35498511640551,9.64653668552118,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"CPF",20,9.49382241030648,0.0740499843859823,9.34868444090996,9.63896037970301,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"OBS",20,9.48590270175461,0.0735581574346364,9.34172871318272,9.63007669032649,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,20,0.5,"LM",20,9.48326238479284,0.0735221864486997,9.33915889935339,9.6273658702323,"20","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"ORACLE",20,9.08648103169386,0.0503106062394006,8.98787224346464,9.18508981992309,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"CIRG",20,9.47473714233785,0.0516470987480403,9.37350882879169,9.575965455884,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"KM",20,9.47467629220015,0.0516157349672645,9.37350945166431,9.57584313273598,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"BLM",20,9.520192724597,0.0518992854191145,9.41847012517554,9.62191532401846,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"CPF",20,9.49096226763829,0.0520638850144447,9.38891705300998,9.5930074822666,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"OBS",20,9.47907916379825,0.0511844175742258,9.37875770535277,9.57940062224374,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,50,0.5,"LM",20,9.47841039491692,0.0513037657025757,9.37785501413987,9.57896577569396,"50","Var(a) = 0.50"
"Random-intercept model (RI)",8,10,2.25,"ORACLE",20,9.08758291559013,0.0565871962110222,8.97667201101653,9.19849382016374,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,2.25,"CIRG",20,10.9621594704395,0.228333946276995,10.5146249357366,11.4096940051424,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,2.25,"KM",20,10.9621767560528,0.228331468022719,10.5146470787283,11.4097064333774,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,2.25,"BLM",20,10.9662977500329,0.228810835656403,10.5178285121463,11.4147669879194,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,2.25,"CPF",20,10.9652345036636,0.228763718439511,10.5168576155222,11.413611391805,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,2.25,"OBS",20,10.9645246557555,0.228774962489386,10.5161257292763,11.4129235822347,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,10,2.25,"LM",20,10.9640248448825,0.228642286238907,10.5158859638542,11.4121637259108,"10","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"ORACLE",20,9.05544080641478,0.0601204326939422,8.93760475833466,9.17327685449491,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"CIRG",20,11.0849480148027,0.182272435872057,10.7276940404935,11.4422019891119,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"KM",20,11.0850024327906,0.182261702435147,10.7277694960178,11.4422353695635,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"BLM",20,11.1072498469863,0.183565838855328,10.7474608028299,11.4670388911428,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"CPF",20,11.0990027293723,0.18322328527817,10.7398850902271,11.4581203685175,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"OBS",20,11.0880076339231,0.182434433996697,10.7304361432896,11.4455791245566,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,20,2.25,"LM",20,11.0848846547044,0.182315647631597,10.7275459853464,11.4422233240623,"20","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"ORACLE",20,9.09200202709962,0.0508240237245773,8.99238694059945,9.1916171135998,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"CIRG",20,11.0387543709402,0.110249389559844,10.8226655674029,11.2548431744775,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"KM",20,11.0387500463985,0.110243908798032,10.8226719851543,11.2548281076426,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"BLM",20,11.0945343144467,0.111507398910644,10.8759798125818,11.3130888163115,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"CPF",20,11.0705623776361,0.111337323379915,10.8523412238114,11.2887835314607,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"OBS",20,11.0463841592358,0.109214341676266,10.8323240495504,11.2604442689213,"50","Var(a) = 2.25"
"Random-intercept model (RI)",8,50,2.25,"LM",20,11.0455337737826,0.1091734006854,10.8315539084392,11.259513639126,"50","Var(a) = 2.25"
"Random-slope model (RS)",8,10,0.5,"ORACLE",20,9.89566005474989,0.0707897918567365,9.75691206271068,10.0344080467891,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,10,0.5,"CIRG",20,23.9585140204532,1.2710561394177,21.4672439871945,26.4497840537119,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,10,0.5,"KM",20,23.9579039784079,1.27115289613339,21.4664443019864,26.4493636548293,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,10,0.5,"BLM",20,23.9633576395648,1.26921666828846,21.4756929697195,26.4510223094102,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,10,0.5,"CPF",20,23.9781651732343,1.26920886800569,21.4905157919432,26.4658145545255,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,10,0.5,"OBS",20,23.9800770901541,1.26886592434209,21.4930998784436,26.4670543018646,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,10,0.5,"LM",20,23.9633576395648,1.26921666828846,21.4756929697195,26.4510223094102,"10","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"ORACLE",20,10.7614840532526,0.0916941992309193,10.58176342276,10.9412046837452,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"CIRG",20,24.7200092680804,1.09426274803134,22.575254281939,26.8647642542219,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"KM",20,24.7221364451808,1.09443068592447,22.5770523007688,26.8672205895928,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"BLM",20,24.7111151089258,1.09410994772961,22.5666596113757,26.8555706064758,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"CPF",20,24.7352704754096,1.09777888069535,22.5836238692467,26.8869170815724,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"OBS",20,24.728717280098,1.09613988952921,22.5802830966208,26.8771514635753,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,20,0.5,"LM",20,24.7111151089258,1.09410994772961,22.5666596113757,26.8555706064758,"20","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"ORACLE",20,12.8544879379989,0.118618127785062,12.6219964075402,13.0869794684577,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"CIRG",20,24.8778330880965,0.671945377997003,23.5608201472224,26.1948460289706,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"KM",20,24.8776111237609,0.671883127807704,23.5607201932578,26.194502054264,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"BLM",20,24.8810925859723,0.672568553929756,23.56285822027,26.1993269516746,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"CPF",20,24.9063498310424,0.669363823455732,23.5943967370692,26.2183029250157,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"OBS",20,24.9500725286994,0.672334306878322,23.6322972872179,26.2678477701809,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,50,0.5,"LM",20,24.8810925859723,0.672568553929756,23.56285822027,26.1993269516746,"50","Var(a) = 0.50"
"Random-slope model (RS)",8,10,2.25,"ORACLE",20,9.89411242065491,0.0706761952778062,9.75558707791041,10.0326377633994,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,10,2.25,"CIRG",20,25.5536973605191,1.45801873129372,22.6959806471834,28.4114140738548,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,10,2.25,"KM",20,25.5531250786782,1.45810150361158,22.6952461315995,28.4110040257569,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,10,2.25,"BLM",20,25.5544759069678,1.45707841213803,22.6986022191772,28.4103495947583,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,10,2.25,"CPF",20,25.5676424269137,1.45728998092979,22.7113540642913,28.4239307895361,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,10,2.25,"OBS",20,25.571077614919,1.45709285756553,22.7151756140906,28.4269796157474,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,10,2.25,"LM",20,25.5544759069678,1.45707841213803,22.6986022191772,28.4103495947583,"10","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"ORACLE",20,10.7579304978131,0.0913194518185414,10.5789443722488,10.9369166233775,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"CIRG",20,26.8717652275764,1.23633657826938,24.4485455341684,29.2949849209843,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"KM",20,26.8736541721981,1.23640651355945,24.4502974056216,29.2970109387746,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"BLM",20,26.8629189603596,1.23604101612054,24.4402785687633,29.2855593519558,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"CPF",20,26.8843322504444,1.23729780578061,24.4592285511144,29.3094359497744,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"OBS",20,26.883960212169,1.23824271953448,24.4570044818814,29.3109159424566,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,20,2.25,"LM",20,26.8629189603596,1.23604101612054,24.4402785687633,29.2855593519558,"20","Var(a) = 2.25"
"Random-slope model (RS)",8,50,2.25,"ORACLE",20,12.865140195549,0.118897363096571,12.6321013638797,13.0981790272182,"50","Var(a) = 2.25"
"Random-slope model (RS)",8,50,2.25,"CIRG",20,26.7258773362599,0.728543741106114,25.297931603692,28.1538230688279,"50","Var(a) = 2.25"
